state,route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available
Andhra Pradesh,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:05,06h 55m,06:00,4.6,689,20
Andhra Pradesh,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,IntrCity SmartBus,AC Sleeper (2+1),23:50,06h 10m,06:00,4.6,999,14
Andhra Pradesh,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,FRESHBUS,Electric A/C Seater (2+2),23:20,06h 50m,06:10,4.6,598,19
Andhra Pradesh,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,AdIntrCity SmartBus,,23:05,06h 55m,06:00,4.5,489,26
Andhra Pradesh,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),23:25,06h 10m,05:35,4.7,294,33
Andhra Pradesh,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),16:30,06h 45m,23:15,4.7,294,27
Andhra Pradesh,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:25,06h 50m,06:15,4.6,369,20
Andhra Pradesh,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,AdYolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),22:39,06h 10m,04:49,4.3,450,34
Andhra Pradesh,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5751,Express Non AC Seater 2+3,14:15,06h 20m,20:35,2.7,296,15
Andhra Pradesh,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 47577,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,06h 00m,20:30,2.6,426,16
Andhra Pradesh,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5513,SAPTAGIRI EXPRESS,14:45,06h 00m,20:45,2.7,301,39
Andhra Pradesh,Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 6015,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:30,07h 00m,20:30,3.8,472,20
Andhra Pradesh,Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 50194,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),14:30,06h 30m,21:00,3.8,716,13
Andhra Pradesh,Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 50013,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,07h 00m,22:30,3.8,472,10
Andhra Pradesh,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2817,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:30,03h 00m,16:30,3.2,281,31
Andhra Pradesh,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 4929,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:30,04h 10m,17:40,4.2,281,33
Andhra Pradesh,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2667,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,03h 00m,17:00,3.7,281,29
Andhra Pradesh,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5380,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,10h 06m,05:06,2.9,624,24
Andhra Pradesh,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5866,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,10h 01m,05:46,4.7,602,11
Andhra Pradesh,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5913,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,09h 06m,05:36,3.1,567,23
Andhra Pradesh,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 45901,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,07h 20m,04:20,4.0,555,16
Andhra Pradesh,Bangalore to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,APSRTC - 52224,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,05h 00m,19:00,4.1,365,29
Andhra Pradesh,Bangalore to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,APSRTC - 52225,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,05h 00m,19:30,3.9,365,26
Andhra Pradesh,Bangalore to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,APSRTC - 52854,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",15:00,05h 10m,20:10,3.4,307,20
Andhra Pradesh,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,APSRTC - 6842,Express Non AC Seater 2+3,13:30,04h 45m,18:15,3.8,202,15
Andhra Pradesh,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,APSRTC - 5751,Express Non AC Seater 2+3,14:15,04h 40m,18:55,3.0,202,14
Andhra Pradesh,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,APSRTC - 47577,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,04h 20m,18:50,3.0,304,15
Andhra Pradesh,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,APSRTC - 9046,Express Non AC Seater 2+3,17:00,04h 25m,21:25,3.0,202,6
Andhra Pradesh,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 5390,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,03h 35m,17:35,4.0,281,24
Andhra Pradesh,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 47224,Express Non AC Seater 2+3,14:30,03h 40m,18:10,4.2,239,45
Andhra Pradesh,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 4565,Express Non AC Seater 2+3,15:00,05h 00m,20:00,3.9,218,45
Andhra Pradesh,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,APSRTC - 4612,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:15,08h 45m,04:00,4.0,483,12
Andhra Pradesh,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,APSRTC - 4249,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,08h 35m,04:20,3.4,451,20
Andhra Pradesh,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,APSRTC - 4629,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,08h 00m,05:00,4.3,483,5
Andhra Pradesh,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,APSRTC - 42443,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,08h 45m,05:45,3.0,483,6
Andhra Pradesh,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3067,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,08h 20m,22:50,3.9,574,31
Andhra Pradesh,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 4511,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:15,08h 40m,23:55,2.9,605,34
Andhra Pradesh,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3009,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:45,09h 00m,00:45,3.6,605,31
Andhra Pradesh,Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,APSRTC - 5815,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:50,07h 40m,02:30,3.4,435,2
Andhra Pradesh,Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,APSRTC - 4538,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,07h 15m,04:00,3.8,427,3
Andhra Pradesh,Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,APSRTC - 4529,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,07h 15m,04:00,3.9,427,3
Andhra Pradesh,Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,APSRTC - 5831,INDRA(A.C. Seater),21:00,06h 50m,03:50,4.0,526,3
Andhra Pradesh,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 50191,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),13:30,06h 00m,19:30,3.8,716,41
Andhra Pradesh,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 9488,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,06h 55m,21:25,4.3,472,34
Andhra Pradesh,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 9256,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),15:00,06h 00m,21:00,3.8,716,45
Andhra Pradesh,Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,APSRTC - 4482,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,04h 55m,02:55,4.4,427,27
Andhra Pradesh,Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,APSRTC - 4537,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:05,05h 05m,03:10,4.4,427,27
Andhra Pradesh,Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,APSRTC - 4553,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,05h 10m,03:25,4.2,427,21
Andhra Pradesh,Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,APSRTC - 4526,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:35,05h 05m,03:40,4.0,427,7
Andhra Pradesh,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 3327,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:20,04h 30m,17:50,3.7,250,34
Andhra Pradesh,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 24268,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:30,04h 15m,17:45,3.4,250,34
Andhra Pradesh,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 2666,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:45,03h 40m,17:25,3.0,281,31
Andhra Pradesh,Bangalore to Kadiri,https://www.redbus.in/bus-tickets/bangalore-to-kadiri,APSRTC - 52527,Express Non AC Seater 2+3,14:30,05h 00m,19:30,3.2,224,33
Andhra Pradesh,Bangalore to Kadiri,https://www.redbus.in/bus-tickets/bangalore-to-kadiri,APSRTC - 52529,Express Non AC Seater 2+3,15:00,04h 30m,19:30,2.6,224,43
Andhra Pradesh,Bangalore to Kadiri,https://www.redbus.in/bus-tickets/bangalore-to-kadiri,APSRTC - 52530,Express Non AC Seater 2+3,16:15,04h 30m,20:45,3.0,224,41
Andhra Pradesh,Bangalore to Madanapalli,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Maheswari Travels,Non A/C Seater / Sleeper (2+1),20:15,05h 45m,02:00,4.4,750,19
Andhra Pradesh,Bangalore to Madanapalli,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Royal Voyage Travels (RVT),A/C Seater / Sleeper (2+1),19:20,05h 10m,00:30,3.9,799,9
Andhra Pradesh,Bangalore to Madanapalli,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,HARITHA TRAVELS,Non A/C Seater / Sleeper (2+1),20:40,05h 20m,02:00,3.0,698,30
Andhra Pradesh,Madanapalli to Bangalore,https://www.redbus.in/bus-tickets/madanapalli-to-bangalore,APSRTC - 6006,INDRA(A.C. Seater),15:00,03h 15m,18:15,3.4,279,27
Andhra Pradesh,Madanapalli to Bangalore,https://www.redbus.in/bus-tickets/madanapalli-to-bangalore,APSRTC - 5675,Express Non AC Seater 2+3,16:00,03h 15m,19:15,3.3,173,28
Andhra Pradesh,Madanapalli to Bangalore,https://www.redbus.in/bus-tickets/madanapalli-to-bangalore,APSRTC - 5759,Express Non AC Seater 2+3,17:45,03h 15m,21:00,3.4,173,41
Andhra Pradesh,Madanapalli to Bangalore,https://www.redbus.in/bus-tickets/madanapalli-to-bangalore,APSRTC - 7590,Express Non AC Seater 2+3,19:00,03h 15m,22:15,3.2,173,47
Andhra Pradesh,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,APSRTC - 52265,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",13:30,05h 00m,18:30,1.4,307,35
Andhra Pradesh,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,APSRTC - 52849,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,04h 00m,18:00,3.4,365,34
Andhra Pradesh,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,APSRTC - 52975,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,04h 00m,18:30,4.0,365,33
Andhra Pradesh,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,NS Travels,Non A/C Seater / Sleeper (2+1),22:00,06h 15m,04:15,4.3,450,9
Andhra Pradesh,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,INDHU BUS,Non A/C Seater / Sleeper (2+1),21:15,05h 44m,02:59,4.9,599,27
Andhra Pradesh,Hyderabad to Vinukonda,https://www.redbus.in/bus-tickets/hyderabad-to-vinukonda,APSRTC - 5985,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,08h 15m,03:15,2.9,467,16
Andhra Pradesh,Hyderabad to Vinukonda,https://www.redbus.in/bus-tickets/hyderabad-to-vinukonda,APSRTC - 5968,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,07h 45m,03:30,3.7,467,15
Andhra Pradesh,Hyderabad to Vinukonda,https://www.redbus.in/bus-tickets/hyderabad-to-vinukonda,APSRTC - 4585,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,09h 00m,05:00,4.0,467,7
Andhra Pradesh,Hyderabad to Vinukonda,https://www.redbus.in/bus-tickets/hyderabad-to-vinukonda,APSRTC - 5939,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:10,07h 40m,03:50,4.5,464,21
Andhra Pradesh,Rajahmundry to Visakhapatnam,https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,APSRTC - 24025,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",13:30,04h 55m,18:25,3.3,328,35
Andhra Pradesh,Rajahmundry to Visakhapatnam,https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,APSRTC - 4278,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:40,04h 30m,18:10,3.7,315,34
Andhra Pradesh,Rajahmundry to Visakhapatnam,https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,APSRTC - 9322,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,04h 03m,18:33,2.7,344,33
Andhra Pradesh,Hyderabad to Eluru,https://www.redbus.in/bus-tickets/hyderabad-to-eluru,APSRTC - 2559,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:00,09h 30m,03:30,3.2,569,2
Andhra Pradesh,Hyderabad to Eluru,https://www.redbus.in/bus-tickets/hyderabad-to-eluru,APSRTC - 2563,INDRA(A.C. Seater),19:30,07h 45m,03:15,3.7,649,38
Andhra Pradesh,Hyderabad to Eluru,https://www.redbus.in/bus-tickets/hyderabad-to-eluru,APSRTC - 4894,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,08h 25m,04:10,4.2,569,4
Andhra Pradesh,Hyderabad to Eluru,https://www.redbus.in/bus-tickets/hyderabad-to-eluru,APSRTC - 4797,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:15,11h 25m,07:40,4.1,668,4
Andhra Pradesh,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,APSRTC - 4244,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,06h 50m,20:50,3.2,451,34
Andhra Pradesh,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,APSRTC - 4246,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:00,06h 15m,22:15,4.4,483,27
Andhra Pradesh,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,APSRTC - 4256,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,06h 15m,02:45,4.0,451,34
Andhra Pradesh,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla,APSRTC - 4399,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:45,04h 15m,18:00,2.5,302,34
Andhra Pradesh,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla,APSRTC - 4405,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:15,04h 15m,18:30,3.7,302,32
Andhra Pradesh,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla,APSRTC - 36409,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:00,04h 15m,19:15,3.7,302,28
Andhra Pradesh,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla,APSRTC - 36401,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:00,04h 15m,20:15,3.8,302,29
Andhra Pradesh,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,APSRTC - 6015,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:30,05h 45m,19:15,3.7,386,19
Andhra Pradesh,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,APSRTC - 50194,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),14:30,05h 30m,20:00,3.5,584,13
Andhra Pradesh,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,APSRTC - 6225,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",15:00,06h 00m,21:00,4.0,330,3
Andhra Pradesh,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,APSRTC - 50013,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,05h 45m,21:15,3.5,386,7
Andhra Pradesh,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,APSRTC - 6005,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:30,05h 45m,22:15,3.9,386,14
Andhra Pradesh,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,CGR Travels,Non A/C Seater / Sleeper (2+1),20:15,08h 00m,04:15,4.4,660,2
Andhra Pradesh,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,INDHU BUS,Non A/C Seater / Sleeper (2+1),21:40,05h 50m,03:30,4.1,699,10
Andhra Pradesh,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,PRL BUS,Non A/C Seater / Sleeper (2+1),21:00,06h 45m,03:45,4.6,800,1
Andhra Pradesh,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,CGR Travels,Non A/C Seater / Sleeper (2+1),19:55,06h 50m,02:45,3.9,700,8
Andhra Pradesh,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti,Indu Travels,Non A/C Seater / Sleeper (2+1),20:35,07h 10m,03:45,3.9,699,22
Andhra Pradesh,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,TGSRTC - 1052,Super Luxury (Non AC Seater 2+2 Push Back),12:20,05h 30m,17:50,2.6,476,31
Andhra Pradesh,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,TGSRTC - 2085,Super Luxury (Non AC Seater 2+2 Push Back),12:50,08h 55m,21:45,2.9,380,18
Andhra Pradesh,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,TGSRTC - 1962,Super Luxury (Non AC Seater 2+2 Push Back),12:55,07h 50m,20:45,3.1,395,4
Andhra Pradesh,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,TGSRTC - 88241,Super Luxury (Non AC Seater 2+2 Push Back),13:30,05h 50m,19:20,3.7,474,33
Andhra Pradesh,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,TGSRTC - 1711,Super Luxury (Non AC Seater 2+2 Push Back),15:00,06h 50m,21:50,4.0,380,23
Andhra Pradesh,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,PRL BUS,A/C Sleeper (2+1),21:35,06h 25m,04:00,4.6,900,7
Andhra Pradesh,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Indu Travels,Non A/C Seater / Sleeper (2+1),22:00,06h 30m,04:30,4.5,600,23
Andhra Pradesh,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,INDHU BUS,Non A/C Seater / Sleeper (2+1),21:15,06h 55m,04:10,4.4,599,28
Andhra Pradesh,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,VEERA BRAHMENDRA TRAVELS,Non A/C Seater / Sleeper (2+1),21:30,06h 50m,04:20,4.1,600,22
Andhra Pradesh,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,BRS Travels,Non A/C Seater / Sleeper (2+1),22:10,06h 50m,05:00,4.0,600,2
Andhra Pradesh,Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,APSRTC - 4796,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,11h 10m,06:40,3.8,668,20
Andhra Pradesh,Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,APSRTC - 4798,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,09h 15m,05:00,4.1,631,22
Andhra Pradesh,Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,APSRTC - 4802,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:15,08h 35m,04:50,3.2,623,15
Andhra Pradesh,Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,APSRTC - 4800,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,09h 00m,05:30,3.3,618,34
Andhra Pradesh,Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,APSRTC - 4820,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,08h 40m,05:40,4.5,537,21
Andhra Pradesh,Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,NueGo,Electric A/C Seater (2+2),22:05,08h 22m,06:27,4.5,404,24
Andhra Pradesh,Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,NueGo,Electric A/C Seater (2+2),22:50,08h 22m,07:12,4.3,432,26
Andhra Pradesh,Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,GO BUS,Non A/C Seater / Sleeper (2+1),21:45,08h 25m,06:10,4.2,475,25
Andhra Pradesh,Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),21:30,08h 15m,05:45,4.3,444,24
Andhra Pradesh,Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,Nani Svkdt Travels,A/C Sleeper (2+1),21:45,07h 41m,05:26,4.3,854,25
Andhra Pradesh,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC - 9007,Express Non AC Seater 2+3,13:45,06h 00m,19:45,2.8,296,41
Andhra Pradesh,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC - 5444,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,06h 00m,20:00,3.6,426,33
Andhra Pradesh,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC - 47236,Express Non AC Seater 2+3,14:15,05h 25m,19:40,4.5,296,45
Andhra Pradesh,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC - 5490,SAPTAGIRI EXPRESS,14:45,06h 00m,20:45,3.6,312,43
Andhra Pradesh,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC - 5452,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:00,06h 00m,21:00,4.2,426,32
Andhra Pradesh,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,FRESHBUS,Electric A/C Seater (2+2),22:50,06h 25m,05:15,4.7,294,38
Andhra Pradesh,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,FRESHBUS,Electric A/C Seater (2+2),14:00,05h 40m,19:40,4.7,294,22
Andhra Pradesh,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,FRESHBUS,Electric A/C Seater (2+2),23:50,06h 25m,06:15,4.7,294,37
